reference,prediction,processing_time
फसल काट कर किस जगह बेचनी चाहिये ?,<s>फ<s>स<s>ल<s> <s>क<s>ा<s>ट<s>क<s>र<s> <s>क<s>ि<s>स<s> ज<s>ग<s>ह<s> <s>बे<s>च<s>न<s>ी<s> <s>च<s>ा<s>ह<s>ि<s>ए<s> <s>,0.04489564895629883
एक भैंस पालने में कितना खर्चा आता है ?,<s>ए<s>क<s> <s>ब<s>ै<s>स<s> <s>प<s>ा<s>न<s>न<s>े<s> मे<s>ं<s> <s>कि<s>त<s>न<s>ा<s> <s>ख<s>र<s>्<s>च<s>ा<s> <s>आ<s>त<s>ा<s> <s>है<s> <s>,0.04253435134887695
आपको अपनी मनचाही व्यक्तिगत ऋण राशि के लिए मिनटों में स्वीकृति मिल सकती है,<s>आ<s>प<s>क<s>ो<s> <s>अ<s>प<s>न<s>ी<s> <s>म<s>न<s> <s>च<s>ा<s>ह<s>ी<s> व<s>्य<s>क<s>्<s>त<s>ि<s>ग<s>त<s> <s>ऋ<s>ढ<s> <s>र<s>ा<s>श<s>ि<s> क<s>े<s> ल<s>ि<s>ए<s> <s>म<s>ि<s>न<s>ट<s>ों म<s>ें<s> <s>स<s>्वी<s>क<s>ृ<s>त<s>ि<s> म<s>ि<s>ल<s> <s>स<s>क<s>त<s>ी<s> ह<s>ै<s> <s>,0.0647733211517334
भागलपुर में तीन साल में कई नए क्रेडिट यूनियन खुल गए हैं,<s>भ<s>ा<s>ग<s>ल<s>प<s>ु<s>र<s> म<s>ें<s> <s>त<s>ी<s>न<s> <s>स<s>ा<s>ल<s> <s>मे<s>ं<s> <s>क<s>ई<s> <s>न<s>ए<s> <s>क<s>्<s>र<s>े<s>ड<s>ि<s>ट<s> <s>य<s>ू<s>न<s>ि<s>य<s>न<s> <s>ख<s>ु<s>ल<s> <s>ग<s>ए<s> <s>ह<s>ै<s>ं<s> <s>,0.06125473976135254
कॉफी बीन्स को उनके प्रसंस्करण के दौरान बड़ी मात्रा में पानी के साथ किण्वित किया जाता है,<s>क<s>ॉ<s>फ<s>ी<s> <s>व<s>ी<s>ं<s>स<s> <s>क<s>ो<s> <s>उ<s>न<s>क<s>े<s> <s>प<s>्र<s>स<s>ं<s>स<s>्<s>क<s>र<s>ण<s> <s>क<s>े<s> द<s>ौ<s>र<s>ा<s>न<s> <s>ब<s>ड़<s>ी<s> <s>म<s>ा<s>त<s>्<s>र<s>ा<s> <s>म<s>ें<s> <s>प<s>ा<s>न<s>ी<s> क<s>े<s> <s>स<s>ा<s>थ<s> <s>क<s>ि<s>ण<s>व<s>ि<s>त<s>त<s> <s>कि<s>य<s>ा<s> ज<s>ा<s>त<s>ा<s> ह<s>ै<s> <s>,0.0745389461517334
क्रूस्टेसन में केकड़ा लॉबस्टर झींगा मछली आते है,<s>क<s>्<s>र<s>ू<s> <s>स<s>्<s>ट<s>े<s>श<s>न<s> <s>मे<s>ं<s> <s>क<s>ै<s>क<s>ड<s>़<s>ा<s> <s>ल<s>ॉ<s>ब<s>स<s>्<s>ट<s>र<s> <s>झ<s>ी<s>ं<s>ग<s>ा<s> <s>म<s>छ<s>ल<s>ी<s> <s>आ<s>त<s>े<s> <s>ह<s>ै<s>ं<s> <s>,0.048394203186035156
"बाजार मूल्य , वर्तमान मूल्य है जिस पर किसी संपत्ति या सेवा को खरीदा या बेचा जा सकता है",<s>ब<s>ा<s>ज<s>ा<s>र<s> <s>मू<s>ल<s>्<s>य<s> <s>व<s>र<s>्<s>त<s>म<s>ा<s>न<s> म<s>ू<s>ल<s>्<s>य<s> <s>ह<s>ै<s> <s>ज<s>ि<s>स<s>प<s>र<s> <s>क<s>ि<s>स<s>ी<s> <s>स<s>ं<s>प<s>त<s>्<s>त<s>ि<s> <s>य<s>ा<s> <s>स<s>े<s>व<s>ा<s> <s>क<s>ो<s> <s>ख<s>र<s>ी<s>द<s>ा<s> <s>य<s>ा<s> बे<s>च<s>ा<s> <s>ज<s>ा<s> <s>स<s>क<s>त<s>ा<s> <s>ह<s>ै<s> <s>,0.07737469673156738
पशु आहार कैसे बनाएं ?,<s>प<s>श<s>ु<s> <s>आ<s>ह<s>ा<s>र<s> <s>क<s>ै<s>स<s>े<s> <s>ब<s>न<s>ा<s>ए<s>ं<s> <s>,0.04378223419189453
पहाड़ की मिट्टी क्या है ?,<s>प<s>ह<s>ा<s>ड़<s> <s>क<s>ी<s> <s>मि<s>ट<s>्<s>ट<s>ी<s> <s>क<s>्<s>य<s>ा<s> <s>ह<s>ै<s> <s>,0.04540586471557617
प्रधानमंत्री फसल बीमा योजना का पैसा कैसे चेक करें ?,<s>प<s>्र<s>ध<s>ा<s>न<s>म<s>ं<s>त<s>्<s>र<s>ी<s> <s>फ<s>स<s>ल<s> <s>ब<s>ी<s>म<s>ा<s> <s>य<s>ो<s>ज<s>न<s>ा<s> <s>क<s>ा<s> <s>प<s>ै<s>स<s>ा<s> <s>क<s>ै<s>स<s>े<s> <s>च<s>े<s>क<s> <s>क<s>र<s>े<s>ं<s> <s>,0.04439854621887207
पर्सनल लोन के लिए कौन सा बैंक सबसे अच्छा है ?,<s>प<s>र<s>्<s>स<s>न<s>ल<s> <s>ल<s>ो<s>न<s> <s>क<s>े<s> <s>ल<s>ि<s>ए<s> <s>क<s>ौ<s>न<s> <s>स<s>ा<s> <s>ब<s>ै<s>ं<s>क<s> <s>स<s>ब<s>स<s>े<s> <s>अ<s>च<s>्<s>छ<s>ा<s> <s>ह<s>ै<s> <s>,0.04357123374938965
जलवायु और मौसम में क्या अंतर है ?,<s>ज<s>ल<s>व<s>ा<s>य<s>ु<s> <s>औ<s>र<s> <s>म<s>ौ<s>स<s>म<s> <s>म<s>ें<s> <s>क्<s>या<s> <s>अ<s>ं<s>त<s>र<s> <s>ह<s>ै<s> <s>,0.05240178108215332
गन्ने कि खेती कौन से मौसम में होती है ?,<s>ग<s>न<s>्<s>न<s>े<s> <s>क<s>ी<s> <s>ख<s>े<s>त<s>ी<s> <s>क<s>ौ<s>न<s> स<s>े<s> <s>म<s>ौ<s>स<s>म<s> म<s>ें<s> <s>ह<s>ो<s>त<s>ी<s> ह<s>ै<s> <s>,0.041069746017456055
रबी फसल के दो उदाहरण दीजिए ?,<s>र<s>व<s>ि<s> <s>फ<s>स<s>ल<s> <s>क<s>े<s> <s>द<s>ो<s> <s>उ<s>द<s>ा<s>ह<s>र<s>ण<s> <s>द<s>ी<s>ज<s>ि<s>ए<s> <s>,0.04874920845031738
ओपनर मशीन में गांजा के रेशो से धूल अलग हो जाती है,<s>ओ<s>प<s>न<s>र<s> म<s>श<s>ी<s>न<s> <s>म<s>े<s>ं<s> <s>ग<s>ा<s>ं<s>ज<s>ा<s> <s>के<s> <s>र<s>े<s>श<s>ो<s>ं<s> <s>स<s>े<s> <s>ध<s>ू<s>ल<s> <s>अ<s>ल<s>ग<s> ह<s>ो<s> ज<s>ा<s>त<s>ी<s> ह<s>ै<s> <s>,0.07016539573669434
मुझें नया पासबूक चाहिए,<s>म<s>ु<s>झ<s>े<s> <s>न<s>य<s>ा<s> <s>प<s>ा<s>स<s>बु<s>क<s> <s>च<s>ा<s>ह<s>ि<s>ए<s> <s>,0.053639888763427734
बम्बूसा बांस दस मीटर तक लम्बा होता है,<s>ब<s>म<s>ब<s>ो<s>स<s>ा<s> <s>ब<s>ा<s>ं<s>स<s> <s>द<s>स<s> <s>म<s>ी<s>ट<s>र<s> त<s>क<s> <s>ल<s>ं<s>ब<s>ा<s> ह<s>ो<s>त<s>ा<s> <s>ह<s>ै<s> <s>,0.052004098892211914
मैं कल अपनी पत्नी के साथ एक संयुक्त खाता खुलवाया,<s>म<s>ै<s>ं<s> <s>क<s>ल<s> <s>अ<s>प<s>न<s>ी<s> <s>प<s>त<s>्<s>न<s>ी<s> <s>क<s>े<s> <s>स<s>ा<s>थ<s> <s>ए<s>क<s> <s>स<s>ं<s>य<s>ु<s>क<s>्त<s> <s>ख<s>ा<s>त<s>ा<s> ख<s>ु<s>ल<s>व<s>ा<s>य<s>ा<s> <s>,0.05933833122253418
कौन सी मिट्टी सबसे उपजाऊ है ?,<s>क<s>ौ<s>न<s> <s>स<s>ी<s> <s>मि<s>ट्<s>ट<s>ी<s> स<s>ब<s>स<s>े<s> <s>उ<s>प<s>ज<s>ा<s>ऊ<s> ह<s>ै<s> <s>,0.049715280532836914
वित्त मंत्रालय के तहत प्रधानमंत्री गरीब कल्याण योजना कब लागू हुई ?,<s>व<s>ि<s>त<s>्त<s> म<s>ं<s>त<s>्र<s>ा<s>ल<s>य<s> <s>क<s>े<s> <s>त<s>ह<s>त<s> <s>प<s>्<s>र<s>ध<s>ा<s>न<s>म<s>ं<s>त<s>्<s>र<s>ी<s> <s>ग<s>र<s>ी<s>ब<s> <s>क<s>ल<s>्<s>य<s>ा<s>ण<s>क<s> <s>य<s>ो<s>ज<s>न<s>ा<s> <s>क<s>ब<s> ल<s>ा<s>ग<s>ू<s> हु<s>ई<s> <s>,0.08760380744934082
बहुविध फसल प्रणाली से आप क्या समझते हैं ?,<s>ब<s>हु<s> <s>व<s>ि<s>ध<s>ि<s> <s>फ<s>स<s>ल<s> <s>प<s>्र<s>ण<s>ा<s>ल<s>ी इ<s>स<s>े<s> <s>आ<s>प<s> क<s>्या<s> स<s>म<s>झ<s>ते<s> <s>ह<s>ैं<s> <s>,0.06144428253173828
सिंचाई कितने प्रकार की होती हैं ?,<s>स<s>ि<s>ं<s>च<s>ा<s>ई<s> कि<s>त<s>न<s>े<s> प<s>्र<s>क<s>ा<s>र<s> क<s>ी<s> <s>हो<s>त<s>ी<s> ह<s>ै<s> <s>,0.05087900161743164
क्या मैं मासिक भुगतान वहन कर सकता हूँ ?,<s>क<s>्<s>य<s>ा<s> <s>म<s>ै<s>ं<s> <s>म<s>ा<s>स<s>ि<s>क<s> भु<s>ग<s>त<s>ा<s>न<s> <s>व<s>ह<s>न<s> <s>क<s>र<s> <s>स<s>क<s>त<s>ा<s> <s>ह<s>ू<s>ं<s> <s>,0.04881572723388672
मैं उपलब्ध बीमा विकल्पों को कैसे देख सकती हूँ ?,<s>म<s>ै<s>ं<s> <s>उ<s>प<s>ल<s>ब<s>्<s>ध<s> <s>ब<s>ी<s>म<s>ा<s> <s>व<s>ि<s>क<s>ल<s>्<s>प<s>ों<s> <s>क<s>ो<s> <s>क<s>ै<s>स<s>े<s> <s>द<s>े<s>ख<s> <s>स<s>क<s>त<s>ी<s> <s>ह<s>ू<s>ं<s> <s>,0.046927452087402344
कर माफी उन लोगों के लिए है जो सालों से अपनी संपत्ति को छिपाते हैं,<s>क<s>र<s> <s>म<s>ा<s>फ<s>ी<s> <s>उ<s>न<s> <s>ल<s>ो<s>ग<s>ो<s>ं<s> <s>क<s>े<s> <s>ल<s>ि<s>ए<s> <s>ह<s>ै<s> <s>ज<s>ो<s> <s>स<s>ा<s>ल<s>ों<s> <s>स<s>े<s> <s>अ<s>प<s>न<s>ी<s> <s>स<s>ं<s>प<s>त<s>्<s>त<s>ि<s> <s>क<s>ो<s> <s>छ<s>ि<s>प<s>ा<s>त<s>े<s> <s>ह<s>ै<s>ं<s> <s>,0.08618426322937012
ऑडिटर ने खाता बखूबी मिलाया,<s>ऑ<s>ड<s>ि<s>ट<s>र<s> <s>न<s>े<s> <s>ख<s>ा<s>त<s>ा<s> <s>ब<s>ख<s>ू<s>ब<s>ी<s> <s>मि<s>ल<s>ा<s>य<s>ा<s> <s>,0.03846287727355957
कुछ कीटनाशक स्प्रेयर रॉकिंग स्प्रेयर होते हैं,<s>क<s>ु<s>छ<s> <s>क<s>ी<s>ट<s>न<s>ा<s>श<s>क<s> <s>स्<s>प्<s>े<s>य<s>र<s> <s>र<s>ॉ<s>क<s>ि<s>ं<s>ग<s> <s>स<s>्<s>प्<s>र<s>े<s>य<s>र<s> <s>ह<s>ो<s>त<s>े<s> <s>ह<s>ै<s>ं<s> <s>,0.0770413875579834
इंदिरा आवास योजना का नाम बदलकर प्रधानमंत्री आवास योजना मार्च दो हजार सोलह को रखा गया,<s>इं<s>दि<s>र<s>ा<s> <s>आ<s>व<s>ा<s>स<s> <s>य<s>ो<s>ज<s>न<s>ा<s> <s>क<s>ा<s> <s>न<s>ा<s>म<s> <s>ब<s>द<s>ल<s>क<s>र<s> <s>प<s>्र<s>ध<s>ा<s>न<s>म<s>ं<s>त<s>्र<s>ी<s> <s>आ<s>व<s>ा<s>स<s> <s>य<s>ो<s>ज<s>न<s>ा<s> <s>म<s>ा<s>र<s>्<s>च<s> <s>द<s>ो<s> ह<s>ज<s>ा<s>र<s> <s>स<s>ो<s>ल<s>ह<s> <s>क<s>ो<s> <s>र<s>ख<s>ा<s> <s>ग<s>य<s>ा<s> <s>,0.1840198040008545
काईटिन का प्रयोग खेती में बढ़ रहा है,<s>क<s>ा<s>इ<s>ट<s>ि<s>न<s> <s>क<s>ा <s>प<s>य<s>ो<s>ग<s> <s>ख<s>े<s>त<s>ी<s> <s>म<s>े<s>ं<s> <s>ब<s>ढ़<s> <s>र<s>ह<s>ा<s> <s>ह<s>ै<s> <s>,0.04561352729797363
जुगाली करने वाले जानवर के आमाशय के कितने भाग होते हैं ?,<s>ज<s>ु<s>ग<s>ा<s>ल<s>ी<s> <s>क<s>र<s>न<s>े<s> <s>व<s>ा<s>ल<s>े<s> <s>ज<s>ा<s>न<s>व<s>र<s> <s>क<s>े<s> <s>अ<s>म<s>ा<s>श<s>े<s> <s>के<s> <s>कि<s>त<s>न<s>े<s> <s>भ<s>ा<s>ग<s> <s>ह<s>ो<s>त<s>े<s> <s>ह<s>ै<s>ं<s> <s>,0.052820444107055664
पर्सनल लोन के लिए अप्लाई करने से पहले मुझे किन बातों का ध्यान रखना चाहिए ?,<s>प<s>र<s>्<s>स<s>न<s>ल<s> <s>ल<s>ो<s>न<s> <s>क<s>े<s> <s>ल<s>ि<s>ए<s> <s>अ<s>प<s>्<s>ल<s>ा<s>ई<s> <s>क<s>र<s>न<s>े<s> <s>स<s>े<s> <s>प<s>ह<s>ल<s>े<s> <s>म<s>ु<s>झ<s>े<s> <s>कि<s>न<s> <s>ब<s>ा<s>त<s>ो<s>ं<s> <s>क<s>ा<s> <s>ध<s>्<s>य<s>ा<s>न<s> <s>र<s>ख<s>न<s>ा<s> <s>च<s>ा<s>ह<s>ि<s>ए<s> <s>,0.0702512264251709
क्या मैं मासिक भुगतान वहन कर सकता हूँ ?,<s>क्<s>य<s>ा<s> <s>म<s>ै<s>ं<s> <s>म<s>ा<s>स<s>ि<s>क<s> <s>भु<s>ग<s>त<s>ा<s>न<s> <s>व<s>ह<s>न<s> <s>क<s>र<s> <s>स<s>क<s>त<s>ा<s> <s>ह<s>ूँ<s> <s>,0.053941965103149414
एक भैंस पालने में कितना खर्चा आता है ?,<s>ए<s>क<s> <s>भ<s>ै<s>ं<s>स<s> <s>प<s>ा<s>ल<s>न<s>े<s> <s>म<s>ें<s> <s>क<s>ि<s>त<s>न<s>ा<s> <s>ख<s>र<s>्<s>च<s>ा<s> <s>आ<s>त<s>ा<s> <s>ह<s>ै<s> <s>,0.046826839447021484
"ऐतिहासिक रूप से , लाभांश के हकदार होने के प्रमाण के लिए प्रमाणपत्रों की आवश्यकता हो सकती है",<s>ऐ<s>त<s>ि<s>ह<s>ा<s>स<s>ि<s>क<s> <s>र<s>ू<s>प<s> <s>स<s>े<s> <s>ल<s>ा<s>भ<s>ा<s>ं<s>श<s> <s>क<s>े<s> <s>ह<s>क<s>द<s>ा<s>र<s> <s>ह<s>ो<s>न<s>े<s> <s>क<s>े<s> <s>प्<s>र<s>म<s>ा<s>ण<s> <s>क<s>े<s> <s>ल<s>ि<s>ए<s> <s>प<s>्<s>र<s>म<s>ा<s>ण<s> <s>प<s>त<s>्<s>र<s>ो<s>ं<s> <s>क<s>ी<s> <s>आ<s>व<s>श<s>्य<s>क<s>त<s>ा<s> <s>ह<s>ो<s> <s>स<s>क<s>त<s>ी<s> <s>ह<s>ै<s> <s>,0.07282710075378418
अनाज गाड़ी को अधिकतर पशु खींचते हैं,<s>अ<s>न<s>ा<s>ज<s> <s>ग<s>ा<s>ड<s>़<s>ी<s> क<s>ो<s> अ<s>ध<s>ि<s>क<s>त<s>र<s> प<s>श<s>ु<s> ख<s>ी<s>ं<s>च<s>त<s>े<s> ह<s>ैं<s> <s>,0.04051065444946289
भारतीय लेखा मानक के आने से व्यापारियों में बेईमानी कम हो गई है,<s>भ<s>ा<s>र<s>त<s>ीय<s> <s>ल<s>े<s>ख<s>ा<s> <s>म<s>ा<s>न<s>क<s> <s>के<s> <s>आ<s>न<s>े<s> स<s>े<s> <s>व<s>्<s>य<s>ा<s>प<s>ा<s>र<s>ि<s>यो<s>ं<s> <s>म<s>ें<s> <s>व<s>ै<s>म<s>ा<s>न<s>ी<s> <s>क<s>म<s> ह<s>ो<s> <s>ग<s>ई<s> <s>ह<s>ै<s> <s>,0.053362369537353516
जुरशीतल बिहार के मिथिला एवं नेपाल का फसल उत्सव है,<s>ज<s>ु<s>र<s> <s>श<s>ी<s>त<s>ल<s> <s>बि<s>ह<s>ा<s>र<s> <s>के<s> <s>मि<s>थ<s>ि<s>ल<s>ा<s> <s>ए<s>व<s>ं<s> <s>न<s>े<s>प<s>ा<s>ल<s> <s>क<s>ा<s> <s>फ<s>स<s>ल<s> <s>उ<s>त<s>्<s>स<s>व<s> <s>ह<s>ै<s> <s>,0.04400753974914551
किसानों को कौन सा बीज दिया जाता है ?,<s>क<s>ि<s>स<s>ा<s>न<s>ों<s> को<s> <s>क<s>ौ<s>न<s> स<s>ा<s> <s>भ<s>े<s>ज<s> दि<s>य<s>ा<s> ज<s>ा<s>त<s>ा<s> <s>ह<s>ै<s> <s>,0.02923727035522461
गन्ने कि खेती कौन से मौसम में होती है ?,<s>ग<s>न<s>्न<s>े<s> क<s>ी<s> ख<s>े<s>त<s>ी<s> <s>क<s>ौ<s>न<s> स<s>े<s> <s>म<s>ौ<s>स<s>म<s> मे<s>ं<s> ह<s>ो<s>त<s>ी<s> ह<s>ै<s> <s>,0.04263758659362793
आप ऋण आय का उपयोग कैसे करेंगे ?,<s>आ<s>प<s> <s>ऋ<s>न<s> <s>आ<s>य<s> <s>क<s>ा<s> <s>उ<s>प<s>य<s>ो<s>ग<s> क<s>ै<s>स<s>े<s> क<s>र<s>ें<s>ग<s>े<s> <s>,0.03414583206176758
निवेश के सिद्धांत क्या हैं ?,<s>न<s>ि<s>व<s>े<s>श<s> <s>क<s>े<s> <s>स<s>ि<s>द<s>्<s>ध<s>ा<s>ं<s>त<s> <s>क्<s>य<s>ा<s> <s>ह<s>ै<s> <s>,0.03357219696044922
सरसों की सिंचाई कितनी बार करनी चाहिए ?,<s>स<s>र<s>स<s>ो<s>ं<s> क<s>ी<s> स<s>ि<s>ं<s>च<s>ा<s>ई<s> क<s>ि<s>त<s>न<s>ी<s> ब<s>ा<s>र<s> <s>क<s>र<s>न<s>ी<s> च<s>ा<s>ह<s>ि<s>ए<s> <s>,0.04154181480407715
